번호,개방서비스명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174)
5868,동물약국,,서울특별시 양천구 목동 736-16 아산들,"서울특별시 양천구 목동중앙남로4길 9, 아산들 1층 (목동)",07960,보현약국,188232.144294285,448283.073673824
5869,동물약국,0226528343,서울특별시 양천구 신정동 895-16,"서울특별시 양천구 목동로27길 5, 1층 (신정동)",07937,종로프라자약국,187843.611020504,447366.640645544
5870,동물약국,0537843458,대구광역시 서구 내당동 1035-23,대구광역시 서구 큰장로 131(내당동),41806,새대구약국,342546.011676012,264475.800474996
5871,동물약국,,부산광역시 남구 용호동 559-20,"부산광역시 남구 용호로 267, 1층 (용호동)",48593,성모정문약국,392512.910151628,180870.743487914
5872,동물약국,,경기도 화성시 봉담읍 동화리 597-1 수원농협하나로마트 봉담점,"경기도 화성시 봉담읍 동화길 81-16, 수원농협하나로마트 봉담점 1층",18302,하나로약국,196298.667303854,412856.90918779
5873,동물약국,061-553-9979,전라남도 완도군 완도읍 군내리 1236-22,전라남도 완도군 완도읍 개포로114번길 37-4,59114,온누리 완도약국,176541.269297351,91202.8262923125
5874,동물약국,,경상북도 경주시 시래동 376-3 2층 경주 이약국,"경상북도 경주시 산업로 3019, 2층 경주 이약국 (시래동)",38129,경주 이약국,,
5875,동물약국,,경기도 광주시 초월읍 용수리 194-1,경기도 광주시 초월읍 용수길 31-19,12733,장담약국,226884.06336747,431289.64249854
5876,동물약국,031-970-1088,경기도 고양시 덕양구 행신동 996 삼정플라자,"경기도 고양시 덕양구 중앙로557번길 11, 삼정플라자 (행신동)",10518,본약국,185365.363339976,457857.613684689
5877,동물약국,,경기도 남양주시 진접읍 연평리 56 진접농협,"경기도 남양주시 진접읍 해밀예당1로 28, 진접농협 103-1호",12067,참약사진접우리약국,216336.473260368,467638.784627414
5878,동물약국,061-742-1690,전라남도 순천시 장천동 18-12,"전라남도 순천시 장천3길 1, 1층 (장천동)",57960,정원약국,244734.021348958,161123.700545099
5879,동물약국,041-333-2021,충청남도 예산군 예산읍 주교리 109-10,"충청남도 예산군 예산읍 마상길 9-1, 1층",32441,더맑은약국,185107.782393751,353020.889411259
5880,동물약국,,대구광역시 수성구 만촌동 1356-18,대구광역시 수성구 화랑로 56(만촌동),42038,만촌늘푸른약국,347470.257305061,264637.192090846
5881,동물약국,,경기도 수원시 팔달구 우만동 499-2 동명프라자,"경기도 수원시 팔달구 월드컵로 331, 동명프라자 1층 (우만동)",16236,월드컵세란약국,202855.479263223,420602.17286493
5882,동물약국,,경기도 수원시 팔달구 매산로1가 55-4,"경기도 수원시 팔달구 매산로 12, 주연약국 1층 (매산로1가)",16461,주연약국,200185.655205268,418348.246614256
5883,동물약국,,인천광역시 미추홀구 도화동 592-1,"인천광역시 미추홀구 경인로 233, 1층 (도화동)",22106,다나약국,170605.985987539,440290.758903176
5884,동물약국,,서울특별시 동대문구 전농동 568-7,"서울특별시 동대문구 서울시립대로 92, 1층 (전농동)",02550,오로라온누리약국,204357.666654226,452957.533390064
5885,동물약국,,"서울특별시 은평구 진관동 100 은평헤스티아 1층 111,112호","서울특별시 은평구 통일로 1030, 은평헤스티아 1층 111,112호 (진관동)",03311,신바오로약국,,
5886,동물약국,0538120735,경상북도 경산시 중방동 863-12,경상북도 경산시 경안로 192-1 (중방동),38619,최고약국,356927.31790002,259676.799586813
5887,동물약국,,서울특별시 강동구 성내동 196-6,"서울특별시 강동구 천호대로170길 26, 1층 (성내동)",05381,열린프라자약국,211672.944175653,448015.408613187
5888,동물약국,,울산광역시 울주군 청량읍 상남리 699-4,"울산광역시 울주군 청량읍 삼정로 804, 102호",44985,고래약국,408863.240443813,223267.482049984
5889,동물약국,,강원특별자치도 강릉시 노암동 245-7,"강원특별자치도 강릉시 율곡로 2745, 103호 (노암동)",25589,봄약국,367838.879305193,473841.622969636
5890,동물약국,,경상남도 김해시 대청동 316-3,"경상남도 김해시 번화2로 33, 하나로마트 1층 (대청동)",51004,늘푸른나무약국,364297.238481879,189565.953335592
5891,동물약국,051-528-6634,부산광역시 금정구 구서동 203-5 금정산온천 레포츠,"부산광역시 금정구 구서중앙로15번길 20, 금정산온천 레포츠 (구서동)",46230,새서울약국,390057.531834683,196950.450593302
5892,동물약국,,경기도 수원시 장안구 송죽동 517 수원 아너스빌 위즈 104호,"경기도 수원시 장안구 송원로 20, 상가동 104호 (송죽동, 수원 아너스빌 위즈)",16307,아너스약국,200533.772097161,421676.640632036
5893,동물약국,,경상북도 구미시 원평동 1134 구미아이파크더샵,"경상북도 구미시 금오산로6길 12, 404동 101호 (원평동, 구미아이파크더샵)",39223,365아이사랑약국,,
5894,동물약국,,전라남도 영암군 삼호읍 용앙리 434-25,전라남도 영암군 삼호읍 대불주거로 98,58454,보람약국,150683.169696569,139122.810965449
5895,동물약국,,경상남도 김해시 진영읍 여래리 700-149,"경상남도 김해시 진영읍 여래로 21, 103호",50864,나라약국,357735.533516104,201931.772889841
5896,동물약국,041-544-9966,충청남도 아산시 배방읍 공수리 1570 다온팰리스 1층 107동 ~ 108호,"충청남도 아산시 배방읍 배방로 26, 다온팰리스 1층 107호 ~ 108호",31480,중앙약국,204743.8102965,363688.084066919
5897,동물약국,,"경기도 고양시 일산동구 마두동 857-1 대신상가 104, 105, 106호","경기도 고양시 일산동구 일산로 326, 대신상가 104, 105, 106호 (마두동)",10407,위드팜 봄약국,180916.903700164,462489.040740633
5898,동물약국,,경상남도 양산시 물금읍 범어리 385-7,"경상남도 양산시 물금읍 동중6길 5, 1층",50597,주차왕약국,382341.269201837,205297.482904472
5899,동물약국,,경기도 고양시 덕양구 삼송동 324-1 101호,"경기도 고양시 덕양구 동세로 88, 101호 (삼송동)",10589,코코온누리약국,189672.623779607,460877.748388728
5900,동물약국,0516372211,부산광역시 동래구 안락동 733-5,부산광역시 동래구 안연로 88 (안락동),47894,안락고려약국,391014.554350066,190464.805365401
5901,동물약국,031-693-7002,경기도 용인시 기흥구 동백동 598-9 신동백빌딩,"경기도 용인시 기흥구 동백중앙로 352, 신동백빌딩 103호 (동백동)",17003,신동백약국,214068.474294624,420031.227505458
5902,동물약국,,경기도 수원시 팔달구 매산로2가 65-3 102호,"경기도 수원시 팔달구 매산로 24, 102호 (매산로2가)",16461,로데오약국,200305.970890706,418395.09447315
5903,동물약국,,경기도 파주시 동패동 1832-1,경기도 파주시 와석순환로172번길 7-13 (동패동),10901,세계로약국,177075.656581097,468024.281234207
5904,동물약국,,인천광역시 미추홀구 용현동 665-12 비젼프라자,"인천광역시 미추홀구 독배로 311, 비젼프라자 110호 (용현동)",22188,중앙메디칼약국,168882.656177771,438500.526680045
5905,동물약국,,경기도 수원시 영통구 매탄동 1209 매탄 e-편한세상 211동 104호,"경기도 수원시 영통구 매봉로 20, 211동 104,105호 (매탄동, 매탄 e-편한세상)",16527,가까운 효정약국,204673.372825915,418637.849489925
5906,동물약국,,서울특별시 성북구 정릉동 107-1,서울특별시 성북구 아리랑로 117-5 (정릉동),02820,백세약국,201091.499131922,455568.021221596
5907,동물약국,,서울특별시 구로구 신도림동 337 신도림1차푸르지오,"서울특별시 구로구 경인로 661, 신도림1차푸르지오상가 178호 (신도림동)",08208,플러스약국,190005.132500398,445250.538868558
5908,동물약국,,서울특별시 구로구 오류동 213-1,"서울특별시 구로구 오리로 1165, 1층 B213호 (오류동)",08363,모아약국,185557.827666309,442841.709835625
5909,동물약국,,서울특별시 종로구 신영동 105-30,"서울특별시 종로구 세검정로6길 104, 1층 (신영동)",03019,세검정약국,196557.462118676,455479.388346619
5910,동물약국,03180155286,경기도 화성시 석우동 31-7,"경기도 화성시 삼성1로 144-9, 108호 (석우동)",18450,삼성제일약국,206897.518921346,412801.813621207
5911,동물약국,,전북특별자치도 전주시 완산구 효자동1가 669-13,전북특별자치도 전주시 완산구 용리로 57-3 (효자동1가),55085,지평선약국,210418.080117675,255423.182465507
5912,동물약국,,대구광역시 달서구 이곡동 1250-5,"대구광역시 달서구 이곡동로 25, 1층 제이마트약국 (이곡동)",42620,제이마트약국,336357.170002057,262605.583589768
5913,동물약국,033-575-3828,강원특별자치도 삼척시 남양동 342-11,"강원특별자치도 삼척시 봉황로 3, 바호 (남양동)",25929,터미널 종로약국,391919.645124804,439714.22054779
5914,동물약국,02-307-7003,서울특별시 은평구 응암동 578-16 대성빌딩,"서울특별시 은평구 응암로 235, 대성빌딩 (응암동)",03457,태평양리드팜약국,192652.478015271,454524.979325756
5915,동물약국,041-665-9977,충청남도 서산시 지곡면 화천리 447-2,충청남도 서산시 지곡면 화천밤실길 78-24,31919,지곡신대형약국,149612.211478055,374684.024202856
5916,동물약국,,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오,"서울특별시 강동구 고덕로 399, 122호 (고덕동, 고덕센트럴푸르지오)",05222,고덕스타약국,214956.131343654,450617.923583608
5917,동물약국,,대구광역시 동구 신천동 374-6,"대구광역시 동구 동부로30길 41, 1층 (신천동)",41248,동대구365약국,347045.548709002,264924.766506611
5918,동물약국,070-7723-6774,충청남도 계룡시 엄사면 엄사리 189-5,"충청남도 계룡시 엄사면 번영로 36, 3층",32805,은혜약국,221606.01,309818.035
5919,동물약국,,경기도 고양시 일산서구 일산동 1080 모아프라자 1층,"경기도 고양시 일산서구 일산로 530, 모아프라자 1층 (일산동)",10374,365종로약국,179561.662632651,463924.147534329
5920,동물약국,,서울특별시 노원구 상계동 724-3 고려빌딩,"서울특별시 노원구 노해로 494, 고려빌딩 1층 (상계동)",01751,노원365약국,205489.761880316,461349.75973809
5921,동물약국,,세종특별자치시 금남면 용포리 213-1,"세종특별자치시 금남면 용포로 116, 103호",30083,강약국,225133.445008568,329803.178323135
5922,동물약국,0315352336,경기도 포천시 신읍동 185-8,경기도 포천시 원앙로 48 (신읍동),11144,조한약국,217842.74810351,488674.427489508
5923,동물약국,,경기도 성남시 수정구 창곡동 509-1 우성트램타워,"경기도 성남시 수정구 위례광장로 310, 우성트램타워 A동 104호 (창곡동)",13640,위례중앙약국,212552.60409159,441182.813544656
5924,동물약국,,전북특별자치도 군산시 조촌동 2-44,"전북특별자치도 군산시 궁포안2길 24, 103호 (조촌동)",54072,사랑약국,176849.307996938,275173.237608069
5925,동물약국,,경기도 용인시 처인구 김량장동 301-3,"경기도 용인시 처인구 금령로 86, 118,119호 (김량장동)",17051,일층약국,218209.54169655,414813.228004699
5926,동물약국,,대구광역시 수성구 중동 418-1,"대구광역시 수성구 청수로 29, 1층 (중동)",42154,중동우리약국,345531.292388582,261317.758538191
5927,동물약국,,경기도 용인시 기흥구 마북동 182-15 테라스가든 B빌딩 B동 202-2호,"경기도 용인시 기흥구 마북로154번길 3, 테라스가든 B빌딩 B동 202-2호 (마북동)",16911,스마일약국,210926.410808048,422420.795306496
5928,동물약국,,제주특별자치도 서귀포시 서귀동 284-7,제주특별자치도 서귀포시 일주동로 8675 (서귀동),63590,다나약국,159082.244217703,-26911.0875335165
5929,동물약국,,경기도 성남시 수정구 시흥동 339,"경기도 성남시 수정구 창업로 17, F동 3층 314호 (시흥동)",13449,판교풀잎약국,208613.865984257,434443.112052722
5930,동물약국,,서울특별시 서대문구 연희동 194-40 서울빌딩,"서울특별시 서대문구 성산로 365-18, 서울빌딩 1층 (연희동)",03726,우리약국,193736.025014973,451393.147219045
5931,동물약국,033-255-3330,강원특별자치도 춘천시 온의동 601 춘천 센트럴타워 푸르지오 상가동 2228호,"강원특별자치도 춘천시 방송길 77, 2층 2228~2229호 (온의동, 춘천 센트럴타워 푸르지오)",24363,타워온누리약국,263345.431242431,485397.525389929
5932,동물약국,031-928-7308,경기도 양주시 옥정동 963-3 제일타워 1동 3호,"경기도 양주시 옥정로 226, 제일타워 1층 3호 (옥정동)",11473,강남참약국,208043.720154395,479913.234091822
5933,동물약국,0507-1356-8875,광주광역시 서구 풍암동 1123-4 메디팜빌딩,"광주광역시 서구 풍암중앙로 55, 메디팜빌딩 1층 (풍암동)",62058,메디팜큰사랑약국,189005.238641393,180731.989904483
5934,동물약국,,서울특별시 동대문구 이문동 288-87,"서울특별시 동대문구 이문로30길 20, 1층 (이문동)",02419,이문온누리약국,205340.93128112,454903.052407202
5935,동물약국,,인천광역시 미추홀구 주안동 1486,인천광역시 미추홀구 인주대로418번길 3 (주안동),22227,더사랑약국,171896.611417107,438799.59476429
